899 7089
866 238 2
866 240 4
866 259 3
866 290 2
866 302 10
866 366 11
866 378 2
866 387 2
866 407 3
866 442 4
866 464 6
867 38 1
867 81 4
867 83 1
867 161 4
867 235 5
868 38 1
868 101 1
868 108 3
868 116 1
868 140 2
868 261 3
868 274 2
868 366 1
868 386 2
869 45 2
869 159 1
870 151 3
870 163 1
870 332 1
871 12 2
871 46 8
871 59 3
871 102 1
871 274 1
871 288 10
871 301 1
871 442 4
871 531 1
872 17 1
872 106 1
872 153 1
873 207 3
874 25 2
875 9 1
876 58 1
877 19 1
877 81 1
877 121 1
877 207 1
878 25 1
879 251 1
880 75 1
880 207 1
880 302 1
880 442 1
881 159 1
881 540 1
882 9 1
883 494 1
883 550 1
884 93 1
884 524 1
885 21 1
885 179 1
885 297 2
886 7 1
886 205 1
886 547 1
887 48 2
887 124 4
887 323 1
888 541 1
889 133 1
889 207 1
890 360 1
890 407 1
891 268 2
892 7 1
892 16 1
892 134 1
892 321 1
892 385 1
892 487 1
893 321 2
893 344 1
893 406 2
894 190 1
895 47 2
895 155 1
895 406 1
896 58 4
897 356 1
898 51 1
